name,main_category,category,price,min_price,max_price,tatemono_measure,min_tatemono_measure,max_tatemono_measure,tochi_measure,min_tochi_measure,max_tochi_measure,madori,main_madori,min_madori,max_madori,hikiwatashi,kanseijiki,floor,building,prefecture,city,adress,nearest_line,nearest_station,nearest_bus_station,bus_time,walk_time,url,latitude,longitude,year,month,date,chiku_nissu,chiku_nensu
世田谷区桜上水1丁目　全6区画　新築戸建,新築一戸建て,新築一戸建て,7990万円,7990,7990,88.59m・89.01m,88.59,89.01,84.05m,84.05,84.05,1LDK+2S（納戸）・2LDK+S（納戸）,1K/DK/LDK,1LDK+2S,2LDK+S,2023年4月予定,2023年3月,,-,東京都,世田谷区（69.7％）,東京都世田谷区桜上水１,小田急線,経堂,,,13,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_70920600/,35.6578547,139.6318202,2023,3,2023/3/1 0:00,21,0
～世田谷区東玉川2丁目　21‐1期～　最終1棟,新築一戸建て,新築一戸建て,9380万円,9380,9380,95.84m,95.84,95.84,112.33m,112.33,112.33,1LDK+2S（納戸）,1K/DK/LDK,1LDK+2S,1LDK+2S,即引渡可,2022年5月中,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区東玉川２,東急東横線,田園調布,,,8,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_98414301/,35.5967646,139.6739102,2022,5,2022/5/1 0:00,325,1
東玉川２（田園調布駅） 9380万円,新築一戸建て,新築一戸建て,9380万円,9380,9380,112.33m,112.33,112.33,112.33m,112.33,112.33,1LDK+2S（納戸）,1K/DK/LDK,1LDK+2S,1LDK+2S,相談,2022年5月,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区東玉川２,東急東横線,田園調布,,,8,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71514392/,35.5967646,139.6739102,2022,5,2022/5/1 0:00,325,1
Luxsis 用賀　Vol.4,新築一戸建て,新築一戸建て,1億4590万円(税込),14590,14590,166.41m,166.41,166.41,97.82m,97.82,97.82,1LDK+3S（納戸）,1K/DK/LDK,1LDK+3S,1LDK+3S,即引渡可,2022年11月,,木造3階建（耐震住宅+制震住宅）,東京都,世田谷区（69.7％）,東京都世田谷区上用賀１,東急田園都市線,用賀,,,11,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_70349698/,35.6330159,139.6356453,2022,11,2022/11/1 0:00,141,0
世田谷区給田2丁目　新築戸建,新築一戸建て,新築一戸建て,6380万円,6380,6380,72.86m（22.04坪）,72.86,72.86,91.48m（27.67坪）,91.48,91.48,1LDK,1K/DK/LDK,1LDK,1LDK,2023年7月予定,2023年7月,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区給田２,京王線,千歳烏山,,,12,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71675552/,35.6647439,139.5948569,2023,7,2023/7/1 0:00,-101,0
世田谷区松原３丁目新築戸建,新築一戸建て,新築一戸建て,6480万円,6480,6480,65.95m（19.94坪）,65.95,65.95,40.99m（12.39坪）（実測）,40.99,40.99,1LDK+S（納戸）,1K/DK/LDK,1LDK+S,1LDK+S,2023年4月予定,2023年4月,,木造3階建,東京都,世田谷区（69.7％）,東京都世田谷区松原３,京王線,下高井戸,,,4,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_70928242/,35.6655983,139.6439339,2023,4,2023/4/1 0:00,-10,0
■建物設備のプレゼン承ります■２駅２路線利用可能！世田谷アドレスの新築戸建３棟分譲,新築一戸建て,新築一戸建て,7480万円～8480万円,7480,8480,88.59m～99.77m（26.79坪～30.18坪）,88.59,99.77,89.2m～100.04m（26.98坪～30.26坪）,89.2,100.04,1LDK+2S（納戸）～4LDK,1K/DK/LDK,1LDK+2S,4LDK,2023年6月上旬予定,2023年5月,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区北烏山１-50,京王線,芦花公園,,,11,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71571291/,35.676828,139.6045734,2023,5,2023/5/1 0:00,-40,0
Luxsis 千歳烏山 Vol.21,新築一戸建て,新築一戸建て,7990万円～8790万円(税込),7990,8790,95.32m～106.89m,95.32,106.89,94.51m～95.86m,94.51,95.86,1LDK+3S（納戸）～2LDK+2S（納戸）,1K/DK/LDK,1LDK+3S,2LDK+2S,2023年8月末予定,2023年7月,,木造スレート葺　2階建（制震住宅）,東京都,世田谷区（69.7％）,東京都世田谷区北烏山１,京王線,千歳烏山,,,17,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71619945/,35.675415,139.6056885,2023,7,2023/7/1 0:00,-101,0
Luxsis 下高井戸 Vol.27,新築一戸建て,新築一戸建て,8790万円～9990万円(税込),8790,9990,98.82m～120.43m,98.82,120.43,73.33m～75.12m,73.33,75.12,1LDK+2S（納戸）～3LDK+S（納戸）,1K/DK/LDK,1LDK+2S,3LDK+S,2023年8月末予定,2023年7月,,A号棟：木造スレート葺3階建（耐震+制震住宅） B号棟：木造スレート葺2階建(制震住宅),東京都,世田谷区（69.7％）,東京都世田谷区松原４,京王線,下高井戸,,,9,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71330986/,35.6618413,139.6445716,2023,7,2023/7/1 0:00,-101,0
Luxsis 千歳烏山 Vol.22,新築一戸建て,新築一戸建て,8990万円～9790万円（税込）,8990,9790,99.32m～100.26m,99.32,100.26,125.44m～126.66m,125.44,126.66,1LDK+3S（納戸）～4LDK,1K/DK/LDK,1LDK+3S,4LDK,2023年6月末予定,2023年5月,,木造スレート葺　2階建（制震住宅）,東京都,世田谷区（69.7％）,東京都世田谷区北烏山６,京王線,千歳烏山,,,11,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71668230/,35.6737947,139.5974053,2023,5,2023/5/1 0:00,-40,0
■オープンハウス開催　世田谷区砧２丁目全３棟　長期優良住宅　耐震等級３　全棟駐車２台,新築一戸建て,新築一戸建て,1億2500万円・1億7500万円A号棟　１２５００万円　Ｂ号棟１７５００万円,12500,17500,124.36m・184.2m（37.61坪・55.72坪）（実測）,124.36,184.2,133.13m・150.43m（40.27坪・45.50坪）（実測）,133.13,150.43,1LDK+2S（納戸）・3LDK+S（納戸）,1K/DK/LDK,1LDK+2S,3LDK+S,相談,2022年12月,,木造２階建　ＨＰＢ工法,東京都,世田谷区（69.7％）,東京都世田谷区砧２-6-14,小田急線,祖師ヶ谷大蔵,,,10,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_70645733/,35.6418875,139.6160641,2022,12,2022/12/1 0:00,111,0
上用賀１（用賀駅） 1億4590万円,新築一戸建て,新築一戸建て,1億4590万円,14590,14590,166.41m,166.41,166.41,97.82m（登記）,97.82,97.82,1LDK,1K/DK/LDK,1LDK,1LDK,即引渡可,2022年12月,,木造3階建,東京都,世田谷区（69.7％）,東京都世田谷区上用賀１,東急田園都市線,用賀,,,12,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71487159/,35.6330159,139.6356453,2022,12,2022/12/1 0:00,111,0
野沢３丁目新築戸建,新築一戸建て,新築一戸建て,1億8800万円,18800,18800,152.98m（46.27坪）（実測）,152.98,152.98,135.25m（40.91坪）（実測）,135.25,135.25,1LDK+S（納戸）,1K/DK/LDK,1LDK+S,1LDK+S,相談,2022年10月,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区野沢３,東急東横線,学芸大学,,,15,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_70199543/,35.630562,139.6751861,2022,10,2022/10/1 0:00,172,0
祖師谷３（祖師ヶ谷大蔵駅） 6280万円,新築一戸建て,新築一戸建て,6280万円,6280,6280,72.79m（22.01坪）（実測）,72.79,72.79,88.13m（26.65坪）（実測）,88.13,88.13,1LDK+2S（納戸）,1K/DK/LDK,1LDK+2S,1LDK+2S,即引渡可,2022年10月,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区祖師谷３,小田急線,祖師ヶ谷大蔵,,,10,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71078700/,35.6447785,139.6050513,2022,10,2022/10/1 0:00,172,0
祖師谷３（祖師ヶ谷大蔵駅） 6680万円,新築一戸建て,新築一戸建て,6680万円,6680,6680,72.79m（22.01坪）（実測）,72.79,72.79,88.13m（26.65坪）（実測）,88.13,88.13,1LDK+2S（納戸）,1K/DK/LDK,1LDK+2S,1LDK+2S,即引渡可,2022年8月初,,木造（軸組工法）,東京都,世田谷区（69.7％）,東京都世田谷区祖師谷３,小田急線,祖師ヶ谷大蔵,,,10,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71077989/,35.6447785,139.6050513,2022,8,2022/8/1 0:00,233,1
北烏山４（久我山駅） 7380万円,新築一戸建て,新築一戸建て,7380万円,7380,7380,80.19m（実測）,80.19,80.19,82.77m（実測）,82.77,82.77,1LDK+S（納戸）,1K/DK/LDK,1LDK+S,1LDK+S,2023年2月,2023年2月,,木造2階建て,東京都,世田谷区（69.7％）,東京都世田谷区北烏山４,京王井の頭線,久我山,,,12,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71114126/,35.6801574,139.5961311,2023,2,2023/2/1 0:00,49,0
桜上水１（経堂駅） 7990万円,新築一戸建て,新築一戸建て,7990万円,7990,7990,88.59m・89.01m（26.79坪・26.92坪）（実測）,88.59,89.01,84.05m（25.42坪）（実測）,84.05,84.05,1LDK+2S（納戸）・2LDK+S（納戸）,1K/DK/LDK,1LDK+2S,2LDK+S,2023年3月下旬予定,2023年3月,,木造3階建,東京都,世田谷区（69.7％）,東京都世田谷区桜上水１,小田急線,経堂,,,13,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71146991/,35.6578547,139.6318202,2023,3,2023/3/1 0:00,21,0
深沢８（桜新町駅） 8380万円～8480万円,新築一戸建て,新築一戸建て,8380万円～8480万円,8380,8480,81.4m～87.64m（登記）,81.4,87.64,80.6m～84.62m（登記）,80.6,84.62,1LDK+2S（納戸）～2LDK+S（納戸）,1K/DK/LDK,1LDK+2S,2LDK+S,相談,2023年3月,,木造2階建（軸組工法）,東京都,世田谷区（69.7％）,東京都世田谷区深沢８-5-,東急田園都市線,桜新町,,,10,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71653533/,35.6261315,139.6468233,2023,3,2023/3/1 0:00,21,0
祖師谷３（祖師ヶ谷大蔵駅） 6280万円,新築一戸建て,新築一戸建て,6280万円,6280,6280,72.79m,72.79,72.79,88.13m（登記）,88.13,88.13,1LDK+2S（納戸）,1K/DK/LDK,1LDK+2S,1LDK+2S,即引渡可,2022年8月,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区祖師谷３,小田急線,祖師ヶ谷大蔵,,,11,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71693521/,35.6447785,139.6050513,2022,8,2022/8/1 0:00,233,1
祖師谷３（祖師ヶ谷大蔵駅） 6680万円,新築一戸建て,新築一戸建て,6680万円,6680,6680,72.79m,72.79,72.79,88.13m（登記）、路地状部分：33m含,88.13,88.13,1LDK+S（納戸）,1K/DK/LDK,1LDK+S,1LDK+S,相談,2022年8月,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区祖師谷３,小田急線,祖師ヶ谷大蔵,,,10,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71203499/,35.6447785,139.6050513,2022,8,2022/8/1 0:00,233,1
祖師谷３（祖師ヶ谷大蔵駅） 6980万円,新築一戸建て,新築一戸建て,6980万円,6980,6980,72.79m（登記）,72.79,72.79,88.13m（登記）,88.13,88.13,1LDK+2S（納戸）,1K/DK/LDK,1LDK+2S,1LDK+2S,即引渡可,2022年11月,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区祖師谷３,小田急線,祖師ヶ谷大蔵,,,11,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71298063/,35.6447785,139.6050513,2022,11,2022/11/1 0:00,141,0
北烏山７（千歳烏山駅） 7280万円,新築一戸建て,新築一戸建て,7280万円,7280,7280,84.6m,84.6,84.6,106.68m（実測）,106.68,106.68,1LDK,1K/DK/LDK,1LDK,1LDK,2023年7月予定,2023年7月,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区北烏山７,京王線,千歳烏山,,,17,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71413956/,35.6803939,139.5910344,2023,7,2023/7/1 0:00,-101,0
桜２（上町駅） 7680万円,新築一戸建て,新築一戸建て,7680万円,7680,7680,88.07m（実測）,88.07,88.07,95.07m（実測）、路地状部分：29.68m含,95.07,95.07,1LDK+2S（納戸）,1K/DK/LDK,1LDK+2S,1LDK+2S,相談,2022年10月,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区桜２,東急世田谷線,上町,,,9,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71260431/,35.6438523,139.6369204,2022,10,2022/10/1 0:00,172,0
桜２（上町駅） 8180万円,新築一戸建て,新築一戸建て,8180万円,8180,8180,88.07m（26.64坪）,88.07,88.07,95.07m（28.75坪）,95.07,95.07,1LDK,1K/DK/LDK,1LDK,1LDK,即引渡可,2022年11月,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区桜２,東急世田谷線,上町,,,8,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71396474/,35.6438523,139.6369204,2022,11,2022/11/1 0:00,141,0
経堂４（経堂駅） 8280万円,新築一戸建て,新築一戸建て,8280万円,8280,8280,88.12m（26.65坪）,88.12,88.12,84.09m（25.43坪）（実測）,84.09,84.09,1LDK+2S（納戸）,1K/DK/LDK,1LDK+2S,1LDK+2S,2023年4月予定,2023年4月,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区経堂４,小田急線,経堂,,,9,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_70786495/,35.6489207,139.6267204,2023,4,2023/4/1 0:00,-10,0
梅丘２（豪徳寺駅） 1億1800万円,新築一戸建て,新築一戸建て,1億1800万円,11800,11800,103.33m（31.25坪）,103.33,103.33,98.84m（29.89坪）,98.84,98.84,1LDK,1K/DK/LDK,1LDK,1LDK,即引渡可,2022年8月,,木造3階建,東京都,世田谷区（69.7％）,東京都世田谷区梅丘２,小田急線,豪徳寺,,,8,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_70373046/,35.6503276,139.651586,2022,8,2022/8/1 0:00,233,1
深沢４（尾山台駅） 1億1800万円,新築一戸建て,新築一戸建て,1億1800万円,11800,11800,98.28m（29.72坪）（実測）,98.28,98.28,82.25m（24.88坪）（実測）,82.25,82.25,1LDK+S（納戸）,1K/DK/LDK,1LDK+S,1LDK+S,2023年5月予定,2023年5月,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区深沢４,東急大井町線,尾山台,,,19,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71623668/,35.6202568,139.6566879,2023,5,2023/5/1 0:00,-40,0
上馬５（松陰神社前駅） 1億2680万円,新築一戸建て,新築一戸建て,1億2680万円,12680,12680,114.16m,114.16,114.16,116.35m（実測）,116.35,116.35,1LDK+S（納戸）,1K/DK/LDK,1LDK+S,1LDK+S,2023年5月予定,2023年4月,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区上馬５,東急世田谷線,松陰神社前,,,4,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71423020/,35.6405918,139.6573257,2023,4,2023/4/1 0:00,-10,0
上馬５（松陰神社前駅） 1億5380万円,新築一戸建て,新築一戸建て,1億5380万円,15380,15380,130.41m,130.41,130.41,129.24m（実測）,129.24,129.24,1LDK+S（納戸）,1K/DK/LDK,1LDK+S,1LDK+S,2023年5月予定,2023年4月,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区上馬５,東急世田谷線,松陰神社前,,,4,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71423019/,35.6405918,139.6573257,2023,4,2023/4/1 0:00,-10,0
オープンプレイス代田橋アクセス,新築一戸建て,新築一戸建て,6780万円～6880万円,6780,6880,103.28m～107.02m,103.28,107.02,84.42m～92.66m,84.42,92.66,2LDK+S（納戸）～2LDK+2S（納戸）,2K/DK/LDK,2LDK+S,2LDK+2S,2023年8月予定,2023年7月,,木造　地上2階,東京都,世田谷区（69.7％）,東京都世田谷区羽根木２,京王線,代田橋,,,5,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71057004/,35.6669737,139.6573257,2023,7,2023/7/1 0:00,-101,0
グローイングスクエア世田谷千歳台グランデ　第2期,新築一戸建て,新築一戸建て,未定,,,90.67m～93.57m（27.42坪～28.30坪）,90.67,93.57,92.89m～101.09m（28.09坪～30.57坪）（実測）,92.89,101.09,2LDK・3LDK※3・4LDKに変更可（有償）,2K/DK/LDK,2LDK,3LDK,2023年3月予定,2022年12月中,,木造2階建て　軸組(在来)工法 スレート葺,東京都,世田谷区（69.7％）,東京都世田谷区千歳台２-692-3他（地番）,小田急線,祖師ヶ谷大蔵,,,16,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_70961966/,35.650786,139.6114238,2022,12,2022/12/1 0:00,111,0
LIST GARDEN　下北沢,新築一戸建て,新築一戸建て,1億990万円・1億3990万円,10990,13990,107.16m・111.78m,107.16,111.78,97.27m・97.85m,97.27,97.85,2LDK+S（納戸）・3LDK,2K/DK/LDK,2LDK+S,3LDK,即引渡可,2022年10月,,-,東京都,世田谷区（69.7％）,東京都世田谷区大原１,小田急線,下北沢,,,10,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_70739390/,35.6692227,139.6643416,2022,10,2022/10/1 0:00,172,0
世田谷区八幡山の家,新築一戸建て,新築一戸建て,5180万円,5180,5180,48.6m,48.6,48.6,61.15m,61.15,61.15,2LDK,2K/DK/LDK,2LDK,2LDK,2023年7月予定,2023年6月,,木造　地上2階,東京都,世田谷区（69.7％）,東京都世田谷区八幡山３,京王線,八幡山,,,10,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71575814/,35.6657684,139.6158849,2023,6,2023/6/1 0:00,-71,0
オープンプレイス田園調布コンフォート,新築一戸建て,新築一戸建て,6380万円,6380,6380,77.42m,77.42,77.42,100.28m,100.28,100.28,2LDK+S（納戸）,2K/DK/LDK,2LDK+S,2LDK+S,2023年8月予定,2023年7月,,木造　地上2階,東京都,世田谷区（69.7％）,東京都世田谷区玉堤１,東急東横線,田園調布,,,16,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71114309/,35.5975486,139.651586,2023,7,2023/7/1 0:00,-101,0
祖師ヶ谷大蔵駅　世田谷区祖師谷3丁目　新築一戸建て,新築一戸建て,新築一戸建て,6680万円,6680,6680,72.79m（22.01坪）（登記）,72.79,72.79,88.13m（26.65坪）（登記）,88.13,88.13,2LDK+S（納戸）,2K/DK/LDK,2LDK+S,2LDK+S,即引渡可,2022年11月,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区祖師谷３,小田急線,祖師ヶ谷大蔵,,,10,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71606782/,35.6447785,139.6050513,2022,11,2022/11/1 0:00,141,0
【駐車2台可能】～南道路に面した陽当たりの良い立地～☆新築4邸☆世田谷区宇奈根2丁目,新築一戸建て,新築一戸建て,6680万円～7080万円,6680,7080,94.4m・101.86m（28.55坪・30.81坪）,94.4,101.86,118.42m～130.83m（35.82坪～39.57坪）,118.42,130.83,2LDK+2S（納戸）・4LDK,2K/DK/LDK,2LDK+2S,4LDK,2023年3月予定,2023年3月初,,木造2階建,東京都,世田谷区（69.7％）,東京都世田谷区宇奈根２,東急田園都市線,二子玉川,鎌田,9,11,https://suumo.jp/ikkodate/tokyo/sc_setagaya/nc_71736286/,35.62062,139.600591,2023,3,2023/3/1 0:00,21,0
